"","date","hits","keyword","geo","time","gprop","category"
"362",2019-12-01,6,"Hunting","GB","2017-01-01 2021-01-01","web",0
"363",2019-12-08,6,"Hunting","GB","2017-01-01 2021-01-01","web",0
"364",2019-12-15,6,"Hunting","GB","2017-01-01 2021-01-01","web",0
"365",2019-12-22,9,"Hunting","GB","2017-01-01 2021-01-01","web",0
"366",2019-12-29,8,"Hunting","GB","2017-01-01 2021-01-01","web",0
"367",2020-01-05,6,"Hunting","GB","2017-01-01 2021-01-01","web",0
"368",2020-01-12,8,"Hunting","GB","2017-01-01 2021-01-01","web",0
"369",2020-01-19,6,"Hunting","GB","2017-01-01 2021-01-01","web",0
"370",2020-01-26,6,"Hunting","GB","2017-01-01 2021-01-01","web",0
"371",2020-02-02,6,"Hunting","GB","2017-01-01 2021-01-01","web",0
"372",2020-02-09,5,"Hunting","GB","2017-01-01 2021-01-01","web",0
"373",2020-02-16,6,"Hunting","GB","2017-01-01 2021-01-01","web",0
"374",2020-02-23,5,"Hunting","GB","2017-01-01 2021-01-01","web",0
"375",2020-03-01,5,"Hunting","GB","2017-01-01 2021-01-01","web",0
"376",2020-03-08,6,"Hunting","GB","2017-01-01 2021-01-01","web",0
"377",2020-03-15,5,"Hunting","GB","2017-01-01 2021-01-01","web",0
"378",2020-03-22,5,"Hunting","GB","2017-01-01 2021-01-01","web",0
"379",2020-03-29,5,"Hunting","GB","2017-01-01 2021-01-01","web",0
"380",2020-04-05,5,"Hunting","GB","2017-01-01 2021-01-01","web",0
"381",2020-04-12,7,"Hunting","GB","2017-01-01 2021-01-01","web",0
"382",2020-04-19,6,"Hunting","GB","2017-01-01 2021-01-01","web",0
"383",2020-04-26,7,"Hunting","GB","2017-01-01 2021-01-01","web",0
"384",2020-05-03,6,"Hunting","GB","2017-01-01 2021-01-01","web",0
"385",2020-05-10,6,"Hunting","GB","2017-01-01 2021-01-01","web",0
"386",2020-05-17,7,"Hunting","GB","2017-01-01 2021-01-01","web",0
"387",2020-05-24,5,"Hunting","GB","2017-01-01 2021-01-01","web",0
"388",2020-05-31,5,"Hunting","GB","2017-01-01 2021-01-01","web",0
"389",2020-06-07,5,"Hunting","GB","2017-01-01 2021-01-01","web",0
"390",2020-06-14,5,"Hunting","GB","2017-01-01 2021-01-01","web",0
"391",2020-06-21,6,"Hunting","GB","2017-01-01 2021-01-01","web",0
"392",2020-06-28,6,"Hunting","GB","2017-01-01 2021-01-01","web",0
"393",2020-07-05,6,"Hunting","GB","2017-01-01 2021-01-01","web",0
"394",2020-07-12,6,"Hunting","GB","2017-01-01 2021-01-01","web",0
"395",2020-07-19,5,"Hunting","GB","2017-01-01 2021-01-01","web",0
"396",2020-07-26,6,"Hunting","GB","2017-01-01 2021-01-01","web",0
"397",2020-08-02,6,"Hunting","GB","2017-01-01 2021-01-01","web",0
"398",2020-08-09,6,"Hunting","GB","2017-01-01 2021-01-01","web",0
"399",2020-08-16,6,"Hunting","GB","2017-01-01 2021-01-01","web",0
"400",2020-08-23,6,"Hunting","GB","2017-01-01 2021-01-01","web",0
"401",2020-08-30,5,"Hunting","GB","2017-01-01 2021-01-01","web",0
"402",2020-09-06,5,"Hunting","GB","2017-01-01 2021-01-01","web",0
"403",2020-09-13,8,"Hunting","GB","2017-01-01 2021-01-01","web",0
"404",2020-09-20,7,"Hunting","GB","2017-01-01 2021-01-01","web",0
"405",2020-09-27,6,"Hunting","GB","2017-01-01 2021-01-01","web",0
"406",2020-10-04,6,"Hunting","GB","2017-01-01 2021-01-01","web",0
"407",2020-10-11,8,"Hunting","GB","2017-01-01 2021-01-01","web",0
"408",2020-10-18,7,"Hunting","GB","2017-01-01 2021-01-01","web",0
"409",2020-10-25,7,"Hunting","GB","2017-01-01 2021-01-01","web",0
"410",2020-11-01,5,"Hunting","GB","2017-01-01 2021-01-01","web",0
"411",2020-11-08,5,"Hunting","GB","2017-01-01 2021-01-01","web",0
"412",2020-11-15,7,"Hunting","GB","2017-01-01 2021-01-01","web",0
"413",2020-11-22,7,"Hunting","GB","2017-01-01 2021-01-01","web",0
"414",2020-11-29,6,"Hunting","GB","2017-01-01 2021-01-01","web",0
"415",2020-12-06,6,"Hunting","GB","2017-01-01 2021-01-01","web",0
"416",2020-12-13,6,"Hunting","GB","2017-01-01 2021-01-01","web",0
"417",2020-12-20,7,"Hunting","GB","2017-01-01 2021-01-01","web",0
"418",2020-12-27,8,"Hunting","GB","2017-01-01 2021-01-01","web",0
"419",2017-01-01,100,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"420",2017-01-08,74,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"421",2017-01-15,64,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"422",2017-01-22,44,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"423",2017-01-29,31,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"424",2017-02-05,22,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"425",2017-02-12,22,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"426",2017-02-19,43,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"427",2017-02-26,52,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"428",2017-03-05,84,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"429",2017-03-12,0,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"430",2017-03-19,33,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"431",2017-03-26,55,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"432",2017-04-02,22,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"433",2017-04-09,23,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"434",2017-04-16,44,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"435",2017-04-23,74,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"436",2017-04-30,65,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"437",2017-05-07,43,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"438",2017-05-14,22,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"439",2017-05-21,70,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"440",2017-05-28,23,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"441",2017-06-04,44,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"442",2017-06-11,0,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"443",2017-06-18,79,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"444",2017-06-25,46,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"445",2017-07-02,36,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"446",2017-07-09,45,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"447",2017-07-16,23,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"448",2017-07-23,23,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"449",2017-07-30,11,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"450",2017-08-06,56,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"451",2017-08-13,57,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"452",2017-08-20,22,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"453",2017-08-27,81,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"454",2017-09-03,0,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"455",2017-09-10,32,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"456",2017-09-17,22,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"457",2017-09-24,64,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"458",2017-10-01,11,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"459",2017-10-08,21,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"460",2017-10-15,21,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"461",2017-10-22,43,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"462",2017-10-29,21,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"463",2017-11-05,32,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"464",2017-11-12,42,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"465",2017-11-19,10,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"466",2017-11-26,53,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"467",2017-12-03,32,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"468",2017-12-10,44,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"469",2017-12-17,36,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"470",2017-12-24,24,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"471",2017-12-31,21,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"472",2018-01-07,31,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"473",2018-01-14,50,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"474",2018-01-21,41,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"475",2018-01-28,50,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"476",2018-02-04,31,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"477",2018-02-11,10,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"478",2018-02-18,63,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"479",2018-02-25,29,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"480",2018-03-04,20,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"481",2018-03-11,41,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"482",2018-03-18,31,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"483",2018-03-25,84,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"484",2018-04-01,21,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"485",2018-04-08,52,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"486",2018-04-15,86,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"487",2018-04-22,51,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"488",2018-04-29,21,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"489",2018-05-06,54,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"490",2018-05-13,64,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"491",2018-05-20,21,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"492",2018-05-27,64,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"493",2018-06-03,21,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"494",2018-06-10,41,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"495",2018-06-17,11,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"496",2018-06-24,11,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"497",2018-07-01,0,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"498",2018-07-08,10,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"499",2018-07-15,33,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"500",2018-07-22,53,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"501",2018-07-29,21,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"502",2018-08-05,21,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"503",2018-08-12,64,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"504",2018-08-19,43,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"505",2018-08-26,22,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"506",2018-09-02,22,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"507",2018-09-09,11,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"508",2018-09-16,42,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"509",2018-09-23,43,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"510",2018-09-30,21,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"511",2018-10-07,11,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"512",2018-10-14,0,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"513",2018-10-21,33,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"514",2018-10-28,11,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"515",2018-11-04,31,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"516",2018-11-11,32,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"517",2018-11-18,10,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"518",2018-11-25,31,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"519",2018-12-02,32,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"520",2018-12-09,22,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"521",2018-12-16,45,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"522",2018-12-23,37,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"523",2018-12-30,76,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"524",2019-01-06,41,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"525",2019-01-13,0,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"526",2019-01-20,71,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"527",2019-01-27,50,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"528",2019-02-03,40,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"529",2019-02-10,52,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"530",2019-02-17,63,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"531",2019-02-24,42,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"532",2019-03-03,10,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"533",2019-03-10,41,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"534",2019-03-17,11,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"535",2019-03-24,64,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"536",2019-03-31,11,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"537",2019-04-07,73,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"538",2019-04-14,33,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"539",2019-04-21,42,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"540",2019-04-28,51,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"541",2019-05-05,31,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"542",2019-05-12,32,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"543",2019-05-19,52,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"544",2019-05-26,21,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"545",2019-06-02,49,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"546",2019-06-09,30,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"547",2019-06-16,41,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"548",2019-06-23,31,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"549",2019-06-30,0,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"550",2019-07-07,31,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"551",2019-07-14,31,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"552",2019-07-21,21,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"553",2019-07-28,42,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"554",2019-08-04,20,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"555",2019-08-11,41,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"556",2019-08-18,21,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"557",2019-08-25,31,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"558",2019-09-01,60,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"559",2019-09-08,59,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"560",2019-09-15,70,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"561",2019-09-22,29,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"562",2019-09-29,48,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"563",2019-10-06,38,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"564",2019-10-13,57,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"565",2019-10-20,19,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"566",2019-10-27,9,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"567",2019-11-03,18,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"568",2019-11-10,9,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"569",2019-11-17,37,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"570",2019-11-24,63,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"571",2019-12-01,19,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"572",2019-12-08,47,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"573",2019-12-15,29,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"574",2019-12-22,43,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"575",2019-12-29,76,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"576",2020-01-05,45,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"577",2020-01-12,53,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"578",2020-01-19,27,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"579",2020-01-26,36,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"580",2020-02-02,54,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"581",2020-02-09,43,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"582",2020-02-16,35,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"583",2020-02-23,9,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"584",2020-03-01,26,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"585",2020-03-08,42,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"586",2020-03-15,25,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"587",2020-03-22,32,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"588",2020-03-29,8,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"589",2020-04-05,32,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"590",2020-04-12,32,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"591",2020-04-19,48,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"592",2020-04-26,38,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"593",2020-05-03,24,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"594",2020-05-10,31,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"595",2020-05-17,8,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"596",2020-05-24,50,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"597",2020-05-31,38,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"598",2020-06-07,46,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"599",2020-06-14,47,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"600",2020-06-21,48,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"601",2020-06-28,39,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"602",2020-07-05,16,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"603",2020-07-12,17,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"604",2020-07-19,26,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"605",2020-07-26,27,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"606",2020-08-02,61,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"607",2020-08-09,26,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"608",2020-08-16,26,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"609",2020-08-23,52,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"610",2020-08-30,53,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"611",2020-09-06,44,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"612",2020-09-13,9,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"613",2020-09-20,18,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"614",2020-09-27,44,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"615",2020-10-04,26,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"616",2020-10-11,37,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"617",2020-10-18,9,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"618",2020-10-25,18,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"619",2020-11-01,17,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"620",2020-11-08,17,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"621",2020-11-15,52,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"622",2020-11-22,43,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"623",2020-11-29,26,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"624",2020-12-06,0,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"625",2020-12-13,18,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"626",2020-12-20,0,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"627",2020-12-27,37,"Birdwatching","GB","2017-01-01 2021-01-01","web",0
"628",2017-01-01,93,"Tours","GB","2017-01-01 2021-01-01","web",0
"629",2017-01-08,82,"Tours","GB","2017-01-01 2021-01-01","web",0
"630",2017-01-15,85,"Tours","GB","2017-01-01 2021-01-01","web",0
"631",2017-01-22,84,"Tours","GB","2017-01-01 2021-01-01","web",0
"632",2017-01-29,75,"Tours","GB","2017-01-01 2021-01-01","web",0
"633",2017-02-05,76,"Tours","GB","2017-01-01 2021-01-01","web",0
"634",2017-02-12,84,"Tours","GB","2017-01-01 2021-01-01","web",0
"635",2017-02-19,77,"Tours","GB","2017-01-01 2021-01-01","web",0
"636",2017-02-26,73,"Tours","GB","2017-01-01 2021-01-01","web",0
"637",2017-03-05,81,"Tours","GB","2017-01-01 2021-01-01","web",0
"638",2017-03-12,77,"Tours","GB","2017-01-01 2021-01-01","web",0
"639",2017-03-19,73,"Tours","GB","2017-01-01 2021-01-01","web",0
"640",2017-03-26,79,"Tours","GB","2017-01-01 2021-01-01","web",0
"641",2017-04-02,81,"Tours","GB","2017-01-01 2021-01-01","web",0
"642",2017-04-09,81,"Tours","GB","2017-01-01 2021-01-01","web",0
"643",2017-04-16,82,"Tours","GB","2017-01-01 2021-01-01","web",0
"644",2017-04-23,77,"Tours","GB","2017-01-01 2021-01-01","web",0
"645",2017-04-30,81,"Tours","GB","2017-01-01 2021-01-01","web",0
"646",2017-05-07,64,"Tours","GB","2017-01-01 2021-01-01","web",0
"647",2017-05-14,84,"Tours","GB","2017-01-01 2021-01-01","web",0
"648",2017-05-21,69,"Tours","GB","2017-01-01 2021-01-01","web",0
"649",2017-05-28,81,"Tours","GB","2017-01-01 2021-01-01","web",0
"650",2017-06-04,78,"Tours","GB","2017-01-01 2021-01-01","web",0
"651",2017-06-11,80,"Tours","GB","2017-01-01 2021-01-01","web",0
"652",2017-06-18,84,"Tours","GB","2017-01-01 2021-01-01","web",0
"653",2017-06-25,90,"Tours","GB","2017-01-01 2021-01-01","web",0
"654",2017-07-02,99,"Tours","GB","2017-01-01 2021-01-01","web",0
"655",2017-07-09,90,"Tours","GB","2017-01-01 2021-01-01","web",0
"656",2017-07-16,91,"Tours","GB","2017-01-01 2021-01-01","web",0
"657",2017-07-23,99,"Tours","GB","2017-01-01 2021-01-01","web",0
"658",2017-07-30,95,"Tours","GB","2017-01-01 2021-01-01","web",0
"659",2017-08-06,97,"Tours","GB","2017-01-01 2021-01-01","web",0
"660",2017-08-13,95,"Tours","GB","2017-01-01 2021-01-01","web",0
"661",2017-08-20,91,"Tours","GB","2017-01-01 2021-01-01","web",0
"662",2017-08-27,84,"Tours","GB","2017-01-01 2021-01-01","web",0
"663",2017-09-03,90,"Tours","GB","2017-01-01 2021-01-01","web",0
"664",2017-09-10,79,"Tours","GB","2017-01-01 2021-01-01","web",0
"665",2017-09-17,73,"Tours","GB","2017-01-01 2021-01-01","web",0
"666",2017-09-24,78,"Tours","GB","2017-01-01 2021-01-01","web",0
"667",2017-10-01,80,"Tours","GB","2017-01-01 2021-01-01","web",0
"668",2017-10-08,78,"Tours","GB","2017-01-01 2021-01-01","web",0
"669",2017-10-15,87,"Tours","GB","2017-01-01 2021-01-01","web",0
"670",2017-10-22,81,"Tours","GB","2017-01-01 2021-01-01","web",0
"671",2017-10-29,64,"Tours","GB","2017-01-01 2021-01-01","web",0
"672",2017-11-05,73,"Tours","GB","2017-01-01 2021-01-01","web",0
"673",2017-11-12,69,"Tours","GB","2017-01-01 2021-01-01","web",0
"674",2017-11-19,86,"Tours","GB","2017-01-01 2021-01-01","web",0
"675",2017-11-26,63,"Tours","GB","2017-01-01 2021-01-01","web",0
"676",2017-12-03,53,"Tours","GB","2017-01-01 2021-01-01","web",0
"677",2017-12-10,55,"Tours","GB","2017-01-01 2021-01-01","web",0
"678",2017-12-17,56,"Tours","GB","2017-01-01 2021-01-01","web",0
"679",2017-12-24,64,"Tours","GB","2017-01-01 2021-01-01","web",0
"680",2017-12-31,80,"Tours","GB","2017-01-01 2021-01-01","web",0
"681",2018-01-07,78,"Tours","GB","2017-01-01 2021-01-01","web",0
"682",2018-01-14,75,"Tours","GB","2017-01-01 2021-01-01","web",0
"683",2018-01-21,76,"Tours","GB","2017-01-01 2021-01-01","web",0
"684",2018-01-28,77,"Tours","GB","2017-01-01 2021-01-01","web",0
"685",2018-02-04,74,"Tours","GB","2017-01-01 2021-01-01","web",0
"686",2018-02-11,80,"Tours","GB","2017-01-01 2021-01-01","web",0
"687",2018-02-18,84,"Tours","GB","2017-01-01 2021-01-01","web",0
"688",2018-02-25,61,"Tours","GB","2017-01-01 2021-01-01","web",0
"689",2018-03-04,72,"Tours","GB","2017-01-01 2021-01-01","web",0
"690",2018-03-11,72,"Tours","GB","2017-01-01 2021-01-01","web",0
"691",2018-03-18,75,"Tours","GB","2017-01-01 2021-01-01","web",0
"692",2018-03-25,82,"Tours","GB","2017-01-01 2021-01-01","web",0
"693",2018-04-01,88,"Tours","GB","2017-01-01 2021-01-01","web",0
"694",2018-04-08,78,"Tours","GB","2017-01-01 2021-01-01","web",0
"695",2018-04-15,70,"Tours","GB","2017-01-01 2021-01-01","web",0
"696",2018-04-22,76,"Tours","GB","2017-01-01 2021-01-01","web",0
"697",2018-04-29,71,"Tours","GB","2017-01-01 2021-01-01","web",0
"698",2018-05-06,79,"Tours","GB","2017-01-01 2021-01-01","web",0
"699",2018-05-13,71,"Tours","GB","2017-01-01 2021-01-01","web",0
"700",2018-05-20,78,"Tours","GB","2017-01-01 2021-01-01","web",0
"701",2018-05-27,89,"Tours","GB","2017-01-01 2021-01-01","web",0
"702",2018-06-03,86,"Tours","GB","2017-01-01 2021-01-01","web",0
"703",2018-06-10,86,"Tours","GB","2017-01-01 2021-01-01","web",0
"704",2018-06-17,73,"Tours","GB","2017-01-01 2021-01-01","web",0
"705",2018-06-24,82,"Tours","GB","2017-01-01 2021-01-01","web",0
"706",2018-07-01,76,"Tours","GB","2017-01-01 2021-01-01","web",0
"707",2018-07-08,78,"Tours","GB","2017-01-01 2021-01-01","web",0
"708",2018-07-15,88,"Tours","GB","2017-01-01 2021-01-01","web",0
"709",2018-07-22,97,"Tours","GB","2017-01-01 2021-01-01","web",0
"710",2018-07-29,94,"Tours","GB","2017-01-01 2021-01-01","web",0
